1990,1990,1990,1990,1990,1990,1990,1990,1991,1991,1991,1991,1991,1991,1991,1991,1992,1992,1992,1992,1992,1992,1992,1992,1993,1993,1993,1993,1993,1993,1993,1993,1994,1994,1994,1994,1994,1994,1994,1994,1995,1995,1995,1995,1995,1995,1995,1995,1996,1996,1996,1996,1996,1996,1996,1996,1997,1997,1997,1997,1997,1997,1997,1997,1998,1998,1998,1998,1998,1998,1998,1998,1999,1999,1999,1999,1999,1999,1999,1999,2000,2000,2000,2000,2000,2000,2000,2000,2001,2001,2001,2001,2001,2001,2001,2001,2002,2002,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023
합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장,합계,국·공립,사회복지법인,법인·단체 등,민간,가정,협동,직장
1919,360,-,39,1500,-,20,-,3690,503,-,1237,1931,-,19,-,4513,720,425,1383,1957,-,28,-,5490,837,624,19,1776,2205,-,29,6975,983,807,17,2267,2864,-,37,9085,1029,928,22,3175,3844,-,87,12098,1079,1280,69,4688,4865,-,117,15375,1158,1634,150,6388,5887,-,158,17605,1258,1927,227,7468,6541,-,184,18768,1300,1965,266,8327,6703,-,207,19276,1295,2010,324,8970,6473,-,204,20097,1306,1991,313,9490,6801,-,196,22147,1330,1633,575,10471,7939,-,199,24142,1329,1632,787,11225,8933,-,236,26903,1349,1537,966,12225,10583,-,243,28367,1473,1495,979,12769,11346,42,263,29233,1643,1475,1066,12864,11828,59,298,30856,1748,1460,1002,13081,13184,61,320,33499,1826,1458,969,13306,15525,65,350,35550,1917,1470,935,13433,17359,66,370,38021,2034,1468,888,13789,19367,74,401,39842,2116,1462,870,14134,20722,89,449,42527,2203,1444,869,14440,22935,113,523,43770,2332,1439,868,14751,23632,129,619,43742,2489,1420,852,14822,23318,149,692,42517,2629,1414,834,14626,22074,155,785,41084,2859,1402,804,14316,20598,157,948,40238,3157,1392,771,14045,19656,164,1053,39171,3602,1377,748,13518,18651,164,1111,37371,4324,1343,707,12568,17117,159,1153,35352,4958,1316,671,11510,15529,152,1216,33246,5437,1285,640,10603,13891,142,1248,30923,5801,1254,610,9726,12109,132,1291,28954,6187,1206,551,8886,10692,124,1308
